Name,Genotype,Sent to and date,Constructed by,Thawed for and date,Constructed from,Isolation date,Isolation location,Gps latitude,Gps longitude,Description,SysID
HK104.G250.202,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.204,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.205,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,-,NA,NA,,
HK104.G250.206,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.208,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.209,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.211,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.212,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.217,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.219,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.228,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.232,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.233,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.235,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.236,briggsae G250 MA Line,-,Baer Lab,-,Hk104,NA,NA,NA,NA,,
PB800.G250.301,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,NA,NA,NA,,
HK104.G250.237,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.244,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
PB800.G250.302,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
HK104.G250.250,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
PB800.G250.303,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.306,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,-,,
HK104.G250.254,BRiggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
PB800.G250.308,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,-,,
HK104.G250.255,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.258,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
PB800.G250.311,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
HK104.G250.262,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,-,,
HK104.G250.263,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.264,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.265,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.269,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.271,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.272,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.273,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.277,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.278,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.281,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.284,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.285,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.286,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.287,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.288,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.289,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.290,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.293,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.294,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.298,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
HK104.G250.300,Briggsae G250 MA Line,-,Baer Lab,-,HK104,NA,NA,NA,NA,,
PB800.G250.312,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,Na,NA,,
PB800.G250.313,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.314,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,-,,
PB800.G250.315,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.316,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.318,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.319,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.320,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.323,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,-,,
PB800.G250.325,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.326,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.329,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.331,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,-,,
PB800.G250.334,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.336,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.337,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,-,,
PB800.G250.342,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.343,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.345,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.346,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.347,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,-,,
PB800.G250.349,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,-,,
PB800.G250.350,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.353,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.354,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.355,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.357,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.358,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.363,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.365,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.366,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.367,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.368,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.370,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.371,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.373,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.374,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.377,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.379,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.380,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.381,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.383,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.384,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.385,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.386,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.387,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.388,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.390,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.391,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.392,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.394,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.395,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.396,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.398,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,-,NA,NA,,
PB800.G250.310,Briggsae G250 MA Line,-,Baer Lab,-,PB800,NA,NA,NA,NA,,
CB5609,bus-1(e2638),-,-,-,-,NA,NA,NA,NA,,
CB6081,bus-17(e2800),-,-,-,-,NA,NA,NA,NA,,
CB5612,bus-5(e2688),-,-,-,-,NA,NA,NA,NA,,
CB6147,bus-8(e2882),-,-,-,-,NA,NA,NA,NA,,
ECA196,CB4856 eanEx1[hsp::peel1; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA204,CB4856[Ex eft-3::cas9; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA205,CB4856[Ex eft-3::cas9; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA206,CB4856[Ex eft-3::cas9; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA197,CB4856[Ex hsp::peel1; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA198,CB4856[Ex hsp::peel1; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA209,CB4856[Ex pie-1::cas9; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA210,CB4856[Ex pie-1::cas9; myo2::gfp],-,-,-,-,-,-,-,-,,
PD8601,ccDf1/dpy-25(e817),-,-,-,-,NA,NA,NA,NA,,
PD8603,ccDf3/dpy-25(e817),-,-,-,-,NA,NA,NA,NA,,
SD1347,ccIs4251,-,-,-,-,NA,NA,NA,NA,,
SD1340,ccIs4251 I; stIs10035,-,Xiao Liu,-,-,NA,NA,NA,NA,,
SD1432,ccIs4251; gsIs220,-,-,-,-,NA,NA,NA,NA,,
MT10113,ced-3(n2427); nIs106 X,-,P. Redien,-,"MT7004, MT9970",NA,NA,NA,NA,,
QX1551,ced-3(n2427); nIs106 X,-,E. Andersen,-,"MT14833, CB4856",NA,NA,NA,NA,,
MT9859,ced-3(n2427); nIs96 IV,-,P. Redien,-,"MT7004, MT9495",NA,NA,NA,NA,,
XY1054,cep-1(lg12501),-,-,-,-,NA,NA,NA,NA,,
FX1524,cku-70(tm1524) III,-,-,-,-,NA,NA,NA,NA,,
RB964,cku-80(ok861),-,-,-,OMRF Knockout Group,NA,NA,NA,NA,,
CB4876,clk-1(e2519),-,S. Hekimi,-,-,NA,NA,NA,NA,,
OK68,cuIs2; daf-3(mg90),-,C. Huan,-,-,NA,NA,NA,NA,,
CX12312,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12313,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12314,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12316,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12317,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12318,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12323,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12324,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12321,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12322,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12325,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12326,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12327,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12346,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12347,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12348,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12349,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12350,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12351,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12352,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12356,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12424,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12425,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12426,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12427,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12428,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12429,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12430,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12431,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12432,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12433,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12434,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12435,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12436,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12437,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12495,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12496,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12497,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12498,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12499,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12500,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12501,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12502,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12503,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12504,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12505,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12506,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12507,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12508,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12509,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12510,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12315,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12319,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12320,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
CX12353,CX12311 x LSJ2 RIL,-,P. McGrath,-,"N2, LSJ2",NA,NA,NA,NA,,
QX1428,cxTi10882,-,E. Andersen,-,-,NA,NA,NA,NA,,
QX1549,cxTi10882 unc-5(),-,E. Andersen,-,-,NA,NA,NA,NA,,
DR609,daf-1(m213),-,Schranck,-,-,NA,NA,NA,NA,,
DR47,daf-11(m47),-,D. Riddle,-,-,NA,NA,NA,NA,,
AA1,daf-12(rh257),-,A. Antebi,-,-,NA,NA,NA,NA,,
DR77,daf-14(m77),-,-,-,-,NA,NA,NA,NA,,
DR26,daf-16(m26) I,-,D. Riddle,-,-,NA,NA,NA,NA,,
DR27,daf-16(m27),-,-,-,-,NA,NA,NA,NA,,
GR1307,daf-16(mgDf50) I,-,S. Gottlieb,-,-,NA,NA,NA,NA,,
CF1038,daf-16(mu86),-,-,Ryan Abdulla (01/16/2015),-,NA,NA,NA,NA,,
CB1375,daf-18(e1375),-,-,-,-,NA,NA,NA,NA,,
DR235,daf-18(e1375) dpy-9(e12),-,-,-,-,NA,NA,NA,NA,,
OE3063,daf-19(m86) II.,-,Gabriele Senti,-,-,NA,NA,NA,NA,,
DR1572,daf-2(e1368),-,-,-,-,NA,NA,NA,NA,,
CB1370,daf-2(e1370),-,-,Ryan Abdulla (01/16/2015),-,NA,NA,NA,NA,,
MT3363,daf-2(e1370) dpy-17(e164),-,J. Levin,-,-,NA,NA,NA,NA,,
DR476,daf-22(m130),-,NA,-,N2,NA,NA,NA,NA,,
CB1364,daf-4(e1364),-,S. Brenner,-,-,NA,NA,NA,NA,,
CB1386,daf-5(e1386),-,-,-,-,NA,NA,NA,NA,,
CB1372,daf-7(e1372),-,Edgar B,-,-,NA,NA,NA,NA,,
NA580,daf-7(e1372); Ex[cut-5::GFP + pRF4],-,-,-,-,NA,NA,NA,NA,,
NA580 #2,"daf-7(e1372); gbEx517 [pRF4, GBF307 pcut-5::GFP]",-,Mariarosaria Sapio,-,daf-7(e1372),NA,NA,NA,NA,,
CB1393,daf-8(e1393),-,Edgar B,-,-,NA,NA,NA,NA,,
DR848,daf-8(e1393) unc-29(e1072),-,M. Edgley,-,-,NA,NA,NA,NA,,
YY470,dcr-1(mg375) III,-,S. Kennedy,-,-,NA,NA,NA,NA,,
PD8753,dcr-1(ok247) III/hT2 [bli-4(e937) let-?(q782) qIs48] (I;III),-,Barstead/Moulder,-,-,NA,NA,NA,NA,,
JT294,dec-10(sa294),-,-,-,-,NA,NA,NA,NA,,
JT89,dec-2(sa89),-,P. Liu/J.H. Thomas,-,-,NA,NA,NA,NA,,
JT293,dec-9(sa293),-,-,-,-,NA,NA,NA,NA,,
QX1431,dpy(qq1),-,E. Andersen,-,CB4856,NA,NA,NA,NA,,
QX1432,dpy(qq2),-,E. Andersen,-,CB4856,NA,NA,NA,NA,,
QX1433,dpy(qq3),-,E. Andersen,-,CB4856,NA,NA,NA,NA,,
QX1434,dpy(qq4),-,E. Andersen,-,CB4856,NA,NA,NA,NA,,
QX1439,dpy(qq9),-,E. Andersen,-,CB4856,NA,NA,NA,NA,,
QX1646,dpy(qq9),-,-,-,-,NA,NA,NA,NA,,
MT573,dpy-1(e1) unc-93(e1500),-,I. Greenwald,-,-,NA,NA,NA,NA,,
CB1,dpy-1(e1)III,-,S. Brenner,-,-,NA,NA,NA,NA,,
CB128,dpy-10(e128),-,S. Brenner,-,-,NA,NA,NA,NA,,
QX1548,dpy-10(e128) ttTi5605,-,E. Andersen,-,-,NA,NA,NA,NA,,
QX1548 #2,dpy-10(e128) ttTi5605,-,E. Andersen,-,-,NA,NA,NA,NA,,
QX1548 #3,dpy-10(e128) ttTi5605,-,E. Andersen,-,-,NA,NA,NA,NA,,
ECA20,dpy-10(e128) ttTi5605 +,-,ECA,-,"DL238, ECA23",-,-,-,-,,
ECA21,dpy-10(e128) ttTi5605 +,-,ECA,-,"DL238, ECA23",-,-,-,-,,
ECA22,dpy-10(e128) ttTi5605 +,-,ECA,-,"DL238, ECA23",-,-,-,-,,
ECA13,dpy-10(e128) ttTi5605 +,-,ECA,-,"JU258, ECA23",-,-,-,-,,
ECA14,dpy-10(e128) ttTi5605 +,-,ECA,-,"JU258, ECA23",-,-,-,-,,
ECA15,dpy-10(e128) ttTi5605 +,-,ECA,-,"JU258, ECA23",-,-,-,-,,
ECA16,dpy-10(e128) ttTi5605 +,-,ECA,-,"CB4856, ECA23",-,-,-,-,,
QX1627,dpy-10(e128) ttTi5605 unc-4(e120),-,E. Andersen,-,-,NA,NA,NA,NA,,
ECA8,dpy-10(e128) ttTi5605 unc-4(e120),-,E. Andersen,-,"QX1548, QX1429, DR2078, N2",NA,NA,NA,NA,,
ECA9,dpy-10(e128) ttTi5605 unc-4(e120),-,E. Andersen,-,"QX1548, QX1429, DR2078, N2",NA,NA,NA,NA,,
ECA10,dpy-10(e128) ttTi5605 unc-4(e120),-,E. Andersen,-,"QX1548, QX1429, DR2078, N2",NA,NA,NA,NA,,
ECA23,dpy-10(e128) ttTi5605 unc-4(e120),-,ECA,-,"N2, DR2078, QX1429, QX1548",-,-,-,-,,
CB2139,dpy-10(e128) unc-4(e120),-,-,-,-,NA,NA,NA,NA,,
MT1580,dpy-10(e128) unc-53(n569),-,CT,-,-,NA,NA,NA,NA,,
QX1787,dpy-11 unc-76/ nT1 [qIs51],-,-,-,-,NA,NA,NA,NA,,
CB2065,dpy-11(e224) unc-76(e911),-,-,-,-,NA,NA,NA,NA,,
MT5263,dpy-13(e184) unc-24(e138),-,SC,-,-,NA,NA,NA,NA,,
MT5494,dpy-13(e184) unc-5(e53),-,MJS,-,-,NA,NA,NA,NA,,
BW1053,dpy-14(e188) unc-13(e1091),-,-,-,-,NA,NA,NA,NA,,
CB164,dpy-17(e164),-,-,-,-,NA,NA,NA,NA,,
QX1318,dpy-17(e164) unc-119(ed3),-,-,-,"N2, CB164, MT11185",NA,NA,NA,NA,,
QX1604,dpy-17(e164) unc-32(e189),-,E. Andersen,-,-,NA,NA,NA,NA,,
JK1122,dpy-17(e164) unc-32(e189)/ qC1,-,-,-,-,NA,NA,NA,NA,,
MT16528,dpy-17(e164) unc-32(e189)/qC1 [dpy-19(e1259) glp-1(q339) nIs189],-,E. Andersen,-,"JK1122, N2, MT16147",NA,NA,NA,NA,,
MT5277,dpy-17(e164) unc-36(e251),-,M. Hengartner,-,-,NA,NA,NA,NA,,
MT2141,dpy-20(e1362) unc-30(e191),-,CF,-,-,NA,NA,NA,NA,,
CB1166,dpy-4(e1166)IV,-,-,-,-,NA,NA,NA,NA,,
DR137,dpy-5(e61) daf-8(e1393),-,D. Riddle,-,-,NA,NA,NA,NA,,
QX1420,dpy-5(e61) hsd-1(mg345),-,E. Andersen,-,"CB2167, BQ8",NA,NA,NA,NA,,
DR293,dpy-5(e61) unc-101(m1),-,-,-,-,NA,NA,NA,NA,,
CB2167,dpy-5(e61) unc-13(e1091),-,-,-,-,NA,NA,NA,NA,,
CB1833,dpy-5(e61) unc-13(e51),-,-,-,-,NA,NA,NA,NA,,
DR439,dpy-5(e61) unc-29(e1072),-,-,-,-,NA,NA,NA,NA,,
DR101,dpy-5(e61) unc-55(e1170),-,-,-,-,NA,NA,NA,NA,,
CB2254,dpy-5(e61) unc-59(e1005),-,-,-,-,NA,NA,NA,NA,,
MT2746,dpy-5(e61) unc-75(e950),-,JT,-,-,NA,NA,NA,NA,,
QX1419,dpy-5(e61) unc-75(e950); lin-15AB(n765),-,E. Andersen,-,"MT2746, MT8189",NA,NA,NA,NA,,
MT465,dpy-5(e61); bli-2(e768); unc-32(e189),-,NT/HRH,A. Sue (12/11/2015),-,NA,NA,NA,NA,,
MT465 #2,dpy-5(e61); bli-2(e768); unc-32(e189),-,NT/HRH,-,-,NA,NA,NA,NA,,
CB14,dpy-6(e14) X.,-,S. Brenner,-,-,NA,NA,NA,NA,,
MT9941,dpy-9(e12) ced-2(e1752) unc-17(e245); lin-15(n765),-,C. Ceol,-,"MT1642, MT4955",NA,NA,NA,NA,,
MT628,dpy-9(e12) unc-17(e245),-,CF,-,-,NA,NA,NA,NA,,
BQ6,eak-7(mg338),-,P. Hu,-,-,NA,NA,NA,NA,,
ECA24,"eanIR1 [N2>DL238, ttTi5605 region]",-,"ECA, RET",-,"DL238, ECA23, ECA20, ECA19",NA,NA,NA,NA,,
ECA25,"eanIR1 [N2>DL238, ttTi5605 region]",-,"ECA, RET",-,"DL238, ECA23, ECA20, ECA19",NA,NA,NA,NA,,
ECA40,eanIR10 [N2>CB4856. markers unknown flanking oxTi703 at 10 on V],-,"IDW, AEN",-,"EG7943, CB4856",-,-,-,-,,
ECA130,eanIR100 [N2>CB4856. markers unknown flanking oxTi391 at 100 on IV],-,"IDW, AEN",-,"EG7933, CB4856",-,-,-,-,,
ECA131,eanIR101 [N2>CB4856. markers unknown flanking oxTi391 at 101 on IV],-,"IDW, AEN",-,"EG7933, CB4856",-,-,-,-,,
